volatile acidity,residual sugar,chlorides,total sulfur dioxide,density,pH,sulphates,alcohol,quality
0.54,1.0647107369924282,-2.364460496712133,4.700480365792417,0.9982,3.08,0.61,2.2192034840549946,0
0.29,0.9932517730102834,-2.385966701933097,4.0943445622221,0.9971,3.31,0.61,2.312535423847214,1
0.47,1.4586150226995167,-2.4651040224918206,3.8501476017100584,1.0021,3.3,0.68,2.5416019934645457,1
0.6,1.0296194171811581,-2.5902671654458267,2.9444389791664403,0.9994,3.14,0.57,2.4336133554004498,0
0.7,0.9162907318741551,-1.487220279709851,2.70805020110221,0.9991,3.32,0.6,2.1972245773362196,1
0.7,0.9162907318741551,-1.487220279709851,2.70805020110221,0.9991,3.32,0.6,2.1972245773362196,1
0.36,0.7884573603642703,-2.353878387381596,3.7376696182833684,0.9946,3.57,0.57,2.4595888418037104,1
0.35,1.1939224684724346,-2.659260036932778,3.6109179126442243,1.0003,3.32,0.91,2.3978952727983707,1
0.36,0.7884573603642703,-2.353878387381596,3.7376696182833684,0.9946,3.57,0.57,2.4595888418037104,1
0.24,0.8754687373538999,-2.5902671654458267,3.332204510175204,0.9978,3.14,0.61,2.341805806147327,0
0.59,0.7419373447293773,-2.659260036932778,3.8501476017100584,0.9991,3.3,0.56,2.2617630984737906,0
0.34,1.1631508098056809,-2.551046452292545,4.356708826689592,0.9992,3.19,0.7,2.302585092994046,1
0.27,1.1314021114911006,-2.5383074265151158,3.828641396489095,0.9993,3.2,0.8,2.322387720290225,1
0.5,0.8329091229351039,-2.2730262907525014,2.6390573296152584,0.9978,3.34,0.52,2.302585092994046,0
0.44,1.0296194171811581,-2.488914671185539,4.709530201312334,0.9982,3.3,0.6,2.2512917986064953,0
0.47,1.0647107369924282,-2.4651040224918206,4.700480365792417,0.9982,3.29,0.6,2.2823823856765264,0
0.31,0.7884573603642703,-2.7646205525906042,3.6888794541139363,0.9976,3.14,0.51,2.2823823856765264,1
0.5,0.7884573603642703,-2.419118909249997,2.6390573296152584,1.0002,3.19,0.44,2.2617630984737906,0
0.5,0.7884573603642703,-2.419118909249997,2.6390573296152584,1.0002,3.19,0.44,2.2617630984737906,0
0.49,0.7884573603642703,-2.488914671185539,2.70805020110221,1.0,3.19,0.43,2.2192034840549946,0
0.28,0.6418538861723947,-2.6036901857779675,3.044522437723423,0.9976,2.98,0.66,2.2925347571405443,1
0.33,1.2237754316221157,-2.375155785828881,4.382026634673881,1.0002,3.3,0.76,2.3702437414678603,1
0.51,0.8754687373538999,-2.396895772465287,3.6375861597263857,0.998,3.47,0.66,2.2617630984737906,1
0.31,0.9932517730102834,-2.364460496712133,3.8501476017100584,0.9986,3.12,1.02,2.3608540011180215,1
0.73,0.6418538861723947,-2.2256240518579173,4.624972813284271,0.9967,3.26,0.59,2.2300144001592104,0
0.29,0.9555114450274363,-2.8302178350764176,2.5649493574615367,0.9976,3.05,0.74,2.3513752571634776,1
0.45,0.9555114450274363,-2.4769384801388235,4.31748811353631,0.9987,3.35,0.57,2.272125885509337,0
0.45,0.9555114450274363,-2.4769384801388235,4.31748811353631,0.9987,3.35,0.57,2.272125885509337,0
0.49,1.252762968495368,-2.364460496712133,3.7612001156935624,1.0004,3.29,0.58,2.1972245773362196,0
0.72,0.9555114450274363,-2.3434070875143007,3.6375861597263857,0.9978,3.4,0.53,2.2512917986064953,0
0.4,0.6931471805599453,-2.8302178350764176,3.1780538303479458,0.9994,3.04,0.6,2.2300144001592104,1
0.58,0.6418538861723947,-2.645075401940822,2.8903717578961645,0.998,3.09,0.63,2.302585092994046,1
0.585,0.7419373447293773,-2.551046452292545,3.4011973816621555,0.9967,3.2,0.48,2.2823823856765264,1
0.59,0.8329091229351039,-2.5010360317178852,3.091042453358316,1.0,3.0,0.7,2.2300144001592104,1
0.915,0.7419373447293773,-2.430418464503931,3.1354942159291497,0.9962,3.26,0.47,2.302585092994046,0
0.46,0.7884573603642703,-2.645075401940822,3.5553480614894135,1.0006,3.1,0.56,2.1972245773362196,1
0.835,0.9555114450274363,-2.513306124309698,2.6390573296152584,0.9975,3.3,0.52,2.2300144001592104,0
0.46,0.7884573603642703,-2.645075401940822,3.5553480614894135,1.0006,3.1,0.56,2.1972245773362196,1
0.58,1.0647107369924282,-2.3434070875143007,4.143134726391533,0.9984,3.17,0.62,2.2082744135228043,1
0.6,0.9555114450274363,-2.4651040224918206,3.1780538303479458,0.9984,3.31,0.59,2.2192034840549946,1
0.41,1.5260563034950492,-2.631089159966082,2.995732273553991,0.9973,3.34,0.79,2.501435951739211,1
0.48,1.1939224684724346,-2.385966701933097,3.9512437185814275,0.9982,3.31,0.53,2.3513752571634776,1
0.36,1.1631508098056809,-2.5902671654458267,3.6635616461296463,0.9956,3.56,0.52,2.5416019934645457,1
0.24,0.9162907318741551,-2.488914671185539,4.04305126783455,0.9983,3.39,0.54,2.2192034840549946,0
0.38,0.9932517730102834,-2.513306124309698,2.772588722239781,1.0006,2.98,0.54,2.2407096892759584,0
0.64,0.8754687373538999,-2.563949857128453,3.367295829986474,0.9965,3.32,0.6,2.302585092994046,1
0.39,0.4054651081081644,-2.8473122684357177,3.367295829986474,0.9962,3.26,0.74,2.2823823856765264,0
0.6,0.8329091229351039,-2.5383074265151158,4.2626798770413155,0.9997,3.5,0.57,2.272125885509337,0
0.6,0.8329091229351039,-2.5383074265151158,4.2626798770413155,0.9997,3.5,0.57,2.272125885509337,0
0.31,0.7884573603642703,-2.5383074265151158,3.332204510175204,0.9982,3.03,0.93,2.2823823856765264,1
0.46,0.9932517730102834,-2.1037342342488805,2.833213344056216,1.0006,3.13,0.7,2.322387720290225,0
0.37,0.8329091229351039,-2.430418464503931,2.772588722239781,0.9988,3.09,0.8,2.2300144001592104,0
0.54,1.2237754316221157,-2.577021938695806,4.718498871295094,0.9976,3.27,0.61,2.2407096892759584,0
0.56,1.2237754316221157,-2.551046452292545,4.6443908991413725,0.9976,3.28,0.62,2.2407096892759584,0
0.58,0.6418538861723947,-2.5257286443082556,3.4657359027997265,0.9974,3.13,0.55,2.2512917986064953,0
0.51,1.0647107369924282,-2.563949857128453,3.8066624897703196,0.9974,3.49,0.96,2.4932054526026954,1
0.69,1.7227665977411035,-2.0874737133771,4.060443010546419,0.9997,3.46,0.72,2.322387720290225,0
0.69,1.7227665977411035,-2.0874737133771,4.060443010546419,0.9997,3.46,0.72,2.322387720290225,0
0.6,0.7884573603642703,-2.322787800311565,2.70805020110221,0.9988,3.36,0.49,2.2082744135228043,0
0.6,0.7884573603642703,-2.322787800311565,2.70805020110221,0.9988,3.36,0.49,2.2082744135228043,0
0.54,0.9162907318741551,-2.333044300478754,3.4339872044851463,0.9976,3.27,0.6,2.2300144001592104,1
0.685,0.8329091229351039,-2.198225077669803,4.430816798843313,0.9964,3.21,0.61,2.2300144001592104,0
0.54,0.9162907318741551,-2.333044300478754,3.4339872044851463,0.9976,3.27,0.6,2.2300144001592104,1
0.28,0.9932517730102834,-2.2537949288246137,2.9444389791664403,0.9988,3.25,0.63,2.2512917986064953,0
0.41,1.0986122886681098,-2.4418471603275536,3.7612001156935624,0.9964,3.32,0.57,2.3513752571634776,1
0.935,1.2237754316221157,-2.2537949288246137,4.454347296253507,1.001,3.43,0.64,2.424802725718295,0
0.35,0.6418538861723947,-2.617295837833746,4.624972813284271,0.9964,3.27,0.58,2.2512917986064953,0
0.84,0.3364722366212129,-2.7333680090865,3.4965075614664802,0.9954,3.27,0.55,2.272125885509337,0
0.885,0.8329091229351039,-2.4769384801388235,4.976733742420574,0.9978,3.24,0.53,2.2407096892759584,0
0.915,0.7884573603642703,-1.9449106487222299,3.1354942159291497,0.9964,3.35,0.65,2.322387720290225,1
0.54,0.8329091229351039,-2.645075401940822,3.6888794541139363,0.9991,3.39,0.62,2.2407096892759584,0
0.59,0.8329091229351039,-2.645075401940822,4.219507705176107,0.9992,3.46,0.63,2.2512917986064953,0
0.54,0.8329091229351039,-2.645075401940822,3.6888794541139363,0.9991,3.39,0.62,2.2407096892759584,0
0.59,0.8329091229351039,-2.645075401940822,4.219507705176107,0.9992,3.46,0.63,2.2512917986064953,0
0.54,0.8329091229351039,-2.645075401940822,3.6888794541139363,0.9991,3.39,0.62,2.2407096892759584,0
0.64,1.791759469228055,-2.162823150618887,2.3978952727983707,0.9984,3.37,0.69,2.312535423847214,1
0.67,1.2809338454620642,-2.234926444520231,2.995732273553991,0.9972,3.4,0.63,2.312535423847214,0
0.845,0.7884573603642703,-2.659260036932778,2.6390573296152584,0.9967,3.32,0.58,2.3978952727983707,0
0.48,1.0296194171811581,-2.7181005369557116,3.332204510175204,0.9964,3.33,0.67,2.4159137783010487,1
0.43,0.7884573603642703,-2.24431618487007,3.4657359027997265,0.9986,2.89,0.5,2.2617630984737906,0
0.33,1.0296194171811581,-2.5383074265151158,3.4011973816621555,0.9976,3.12,0.54,2.4849066497880004,1
0.47,0.8754687373538999,-2.6036901857779675,3.367295829986474,0.9979,3.08,0.46,2.2512917986064953,0
0.55,1.0647107369924282,-2.4418471603275536,3.970291913552122,1.0004,3.14,0.61,2.2407096892759584,0
0.43,0.7884573603642703,-2.24431618487007,3.4657359027997265,0.9986,2.89,0.5,2.2617630984737906,0
0.5,0.3364722366212129,-2.617295837833746,3.7376696182833684,0.998,2.92,0.68,2.3513752571634776,1
0.52,0.3364722366212129,-2.6036901857779675,2.995732273553991,0.9973,3.32,0.81,2.2617630984737906,1
0.84,1.4816045409242156,-2.3434070875143007,2.5649493574615367,0.997,3.41,0.57,2.3978952727983707,0
0.52,0.3364722366212129,-2.6036901857779675,2.995732273553991,0.9973,3.32,0.81,2.2617630984737906,1
0.42,0.47000362924573563,-2.5257286443082556,3.7376696182833684,0.9978,3.31,0.64,2.1972245773362196,0
0.57,0.47000362924573563,-2.577021938695806,3.295836866004329,0.9972,3.36,0.7,2.2617630984737906,1
0.28,0.5877866649021191,-2.995732273553991,2.5649493574615367,0.9974,3.04,0.79,2.322387720290225,1
0.4,0.6931471805599453,-2.385966701933097,3.9889840465642745,1.0,3.03,0.66,2.322387720290225,0
0.59,0.6931471805599453,-2.4769384801388235,3.871201010907891,0.9981,3.14,0.56,2.272125885509337,0
0.49,0.5877866649021191,-1.5050778971098575,2.772588722239781,0.998,3.18,0.6,2.2512917986064953,1
0.34,0.6931471805599453,-2.5010360317178852,2.70805020110221,0.9988,2.94,0.66,2.2192034840549946,1
0.73,0.8329091229351039,-2.8302178350764176,3.4339872044851463,0.9966,3.15,0.57,2.3978952727983707,0
0.34,0.6931471805599453,-2.5010360317178852,2.70805020110221,0.9988,2.94,0.66,2.2192034840549946,1
0.4,0.9162907318741551,-2.488914671185539,3.8066624897703196,0.9959,3.26,0.58,2.302585092994046,0
0.73,0.5306282510621704,-2.6036901857779675,2.5649493574615367,0.9968,3.2,0.52,2.2512917986064953,0
0.73,0.5306282510621704,-2.6036901857779675,2.5649493574615367,0.9968,3.2,0.52,2.2512917986064953,0
0.4,0.7884573603642703,-2.4769384801388235,2.833213344056216,0.9984,3.08,0.67,2.2300144001592104,1
0.41,0.7884573603642703,-2.7488721956224653,3.4339872044851463,0.9984,3.26,0.65,2.322387720290225,0
0.4,0.7884573603642703,-2.4769384801388235,2.833213344056216,0.9984,3.08,0.67,2.2300144001592104,1
0.8,0.8329091229351039,-2.4769384801388235,3.4339872044851463,0.9979,3.4,0.48,2.2925347571405443,0
0.78,0.9555114450274363,-2.513306124309698,4.465908118654584,0.9983,3.48,0.53,2.302585092994046,0
0.26,1.1939224684724346,-2.8134107167600364,3.8918202981106265,0.9972,3.13,0.54,2.2617630984737906,0
0.43,0.6418538861723947,-2.659260036932778,3.6888794541139363,1.0004,3.06,0.49,2.1972245773362196,0
0.45,0.7884573603642703,-2.364460496712133,3.367295829986474,0.9962,3.21,0.49,2.322387720290225,1
0.46,0.8109302162163288,-2.551046452292545,4.060443010546419,0.998,3.33,0.54,2.2823823856765264,0
0.78,0.9555114450274363,-2.8302178350764176,2.70805020110221,0.997,3.37,0.56,2.424802725718295,0
0.78,0.9555114450274363,-2.8302178350764176,2.70805020110221,0.997,3.37,0.56,2.424802725718295,0
0.65,0.5877866649021191,-2.659260036932778,3.6888794541139363,0.997,3.44,0.6,2.2082744135228043,0
0.64,1.1314021114911006,-2.353878387381596,3.6375861597263857,0.9998,3.28,0.59,2.272125885509337,0
0.66,0.47000362924573563,-3.2441936328524905,2.1972245773362196,0.9962,3.4,0.47,2.2407096892759584,0
0.38,0.5877866649021191,-1.851509473633829,2.833213344056216,0.9976,3.3,1.05,2.2407096892759584,0
0.92,0.9555114450274363,-2.4418471603275536,4.532599493153256,0.9998,3.48,0.54,2.2823823856765264,0
0.48,1.0296194171811581,-2.4769384801388235,4.804021044733257,0.9984,3.32,0.62,2.2407096892759584,0
0.47,0.9932517730102834,-2.4769384801388235,4.8283137373023015,0.9984,3.31,0.61,2.2407096892759584,0
0.65,0.7419373447293773,-2.7181005369557116,3.2188758248682006,0.9972,3.47,0.67,2.2512917986064953,1
0.65,0.7419373447293773,-2.7181005369557116,3.2188758248682006,0.9972,3.47,0.67,2.2512917986064953,1
0.615,1.1631508098056809,-2.4418471603275536,4.276666119016055,1.0001,3.31,0.53,2.272125885509337,0
0.38,0.7419373447293773,-2.645075401940822,2.9444389791664403,0.9986,3.11,0.62,2.379546134130174,1
1.02,1.0647107369924282,-2.577021938695806,4.477336814478207,0.9984,3.08,0.57,2.312535423847214,1
0.65,0.7419373447293773,-2.7181005369557116,3.2188758248682006,0.9972,3.47,0.67,2.2512917986064953,1
0.64,0.7419373447293773,-2.703062659591171,3.1354942159291497,0.997,3.47,0.67,2.2407096892759584,1
0.38,0.9555114450274363,-2.617295837833746,4.430816798843313,0.9972,3.32,0.7,2.2617630984737906,0
0.765,0.47000362924573563,-2.551046452292545,2.6390573296152584,0.998,3.29,0.54,2.272125885509337,0
1.035,1.791759469228055,-2.617295837833746,3.9889840465642745,0.999,3.37,0.49,2.2925347571405443,0
0.78,0.6931471805599453,-2.375155785828881,2.9444389791664403,0.9956,3.4,0.47,2.302585092994046,0
0.49,1.0986122886681098,-2.563949857128453,3.6109179126442243,0.9966,3.37,0.51,2.3513752571634776,0
0.545,0.9162907318741551,-2.6882475738060303,3.5553480614894135,0.996,3.34,0.61,2.451005098112319,1
0.31,0.47000362924573563,-2.7806208939370456,3.4965075614664802,0.9983,3.27,0.66,2.302585092994046,1
1.025,1.0296194171811581,-2.5257286443082556,4.430816798843313,0.9985,3.06,0.57,2.312535423847214,0
0.565,1.0986122886681098,-2.375155785828881,4.718498871295094,0.9998,3.38,0.61,2.2512917986064953,0
0.69,1.1631508098056809,-2.4769384801388235,3.4965075614664802,0.9992,3.36,0.45,2.2407096892759584,0
0.43,0.8329091229351039,-2.5902671654458267,3.871201010907891,0.9976,3.34,0.46,2.2407096892759584,0
0.74,0.9555114450274363,-2.551046452292545,4.343805421853684,0.998,3.28,0.51,2.2823823856765264,0
0.49,0.9932517730102834,-2.6736487743848776,3.5263605246161616,0.9967,3.29,0.48,2.2192034840549946,1
0.43,0.8329091229351039,-2.5902671654458267,3.871201010907891,0.9976,3.34,0.46,2.2407096892759584,0
0.46,0.9555114450274363,-2.5383074265151158,3.8918202981106265,0.9968,3.21,0.57,2.302585092994046,0
0.56,0.6931471805599453,-2.5010360317178852,3.091042453358316,0.9976,3.22,0.44,2.2617630984737906,0
0.66,1.3609765531356006,-2.4534079827286295,3.8066624897703196,0.9976,3.46,0.54,2.2512917986064953,0
0.56,0.6931471805599453,-2.5010360317178852,3.091042453358316,0.9976,3.22,0.44,2.2617630984737906,0
0.48,1.0473189942805592,-2.364460496712133,4.663439094112067,0.9982,3.1,0.53,2.2192034840549946,0
0.42,0.9932517730102834,-2.4769384801388235,3.871201010907891,0.9968,3.21,0.59,2.302585092994046,0
0.66,1.0986122886681098,-2.563949857128453,2.5649493574615367,0.9976,3.29,0.55,2.341805806147327,0
0.72,1.0296194171811581,-2.4769384801388235,3.8918202981106265,0.9994,3.43,0.72,2.4069451083182885,1
0.57,0.5877866649021191,-2.703062659591171,2.3978952727983707,0.997,3.46,0.68,2.2512917986064953,0
0.57,0.5877866649021191,-2.703062659591171,2.3978952727983707,0.997,3.46,0.68,2.2512917986064953,0
0.865,1.1631508098056809,-2.645075401940822,4.060443010546419,0.995,3.61,0.49,2.5416019934645457,1
0.875,1.2383742310432684,-2.430418464503931,2.6390573296152584,0.9994,3.44,0.52,2.4423470353692043,0
0.835,0.7419373447293773,-2.385966701933097,2.9444389791664403,0.9966,3.39,0.47,2.2617630984737906,0
0.45,0.9932517730102834,-2.5010360317178852,4.276666119016055,0.998,3.55,0.6,2.2512917986064953,0
0.56,0.6931471805599453,-2.5902671654458267,3.6635616461296463,0.9987,3.48,0.62,2.2300144001592104,0
0.965,0.7419373447293773,-2.1892564076870427,3.091042453358316,0.9963,3.26,0.5,2.2512917986064953,0
0.965,0.7419373447293773,-2.1892564076870427,3.091042453358316,0.9963,3.26,0.5,2.2512917986064953,0
0.59,0.9162907318741551,-2.375155785828881,4.060443010546419,1.0002,3.5,0.65,2.2300144001592104,1
0.46,1.0296194171811581,-2.385966701933097,4.6443908991413725,0.9983,3.1,0.56,2.2192034840549946,0
0.69,0.8754687373538999,-2.430418464503931,3.6375861597263857,0.999,3.35,0.6,2.2300144001592104,0
0.76,1.4350845252893227,-2.5902671654458267,2.772588722239781,0.9965,3.45,0.68,2.4423470353692043,1
0.53,0.9555114450274363,-2.551046452292545,4.9344739331306915,0.99788,3.21,0.57,2.2512917986064953,0
0.615,0.6418538861723947,-2.7333680090865,2.8903717578961645,0.9972,3.46,0.65,2.2192034840549946,0
0.41,1.0296194171811581,-2.3434070875143007,4.61512051684126,1.00024,3.13,0.53,2.302585092994046,0
0.39,0.9932517730102834,-2.353878387381596,4.61512051684126,1.0001,3.13,0.51,2.2512917986064953,0
0.51,0.7419373447293773,-2.659260036932778,3.332204510175204,0.99768,3.52,0.73,2.2512917986064953,1
0.34,0.9162907318741551,-2.5257286443082556,4.04305126783455,0.9978,3.3,0.47,2.1972245773362196,1
0.33,0.9555114450274363,-2.488914671185539,4.219507705176107,0.99782,3.3,0.48,2.2407096892759584,0
0.5,0.7419373447293773,-2.645075401940822,3.4339872044851463,0.99761,3.52,0.72,2.2617630984737906,1
0.51,0.7419373447293773,-2.659260036932778,3.332204510175204,0.99768,3.52,0.73,2.2512917986064953,1
0.65,1.0647107369924282,-2.419118909249997,3.6888794541139363,0.99803,3.29,0.55,2.2512917986064953,0
0.65,1.0647107369924282,-2.419118909249997,3.6888794541139363,0.99803,3.29,0.55,2.2512917986064953,0
0.54,0.9162907318741551,-2.333044300478754,4.189654742026425,0.99785,3.39,0.61,2.2407096892759584,0
0.65,1.0647107369924282,-2.419118909249997,3.6888794541139363,0.99803,3.29,0.55,2.2512917986064953,0
0.91,0.6418538861723947,-2.8473122684357177,3.8501476017100584,0.99525,3.51,0.43,2.3702437414678603,1
0.98,0.6931471805599453,-2.864704011147587,3.4965075614664802,0.99488,3.6,0.46,2.4159137783010487,1
0.87,0.7884573603642703,-2.4769384801388235,3.4339872044851463,0.99656,3.25,0.5,2.2823823856765264,0
0.87,0.7884573603642703,-2.4769384801388235,3.4339872044851463,0.99656,3.25,0.5,2.2823823856765264,0
0.42,0.9162907318741551,-2.385966701933097,4.477336814478207,0.99823,3.19,0.52,2.2192034840549946,0
0.58,1.0296194171811581,-2.5902671654458267,4.6443908991413725,0.99779,3.23,0.57,2.272125885509337,0
0.655,0.6931471805599453,-2.3434070875143007,3.5553480614894135,0.99738,3.25,0.42,2.2617630984737906,0
0.7,0.5306282510621704,-2.6736487743848776,2.9444389791664403,0.99701,3.31,0.53,2.302585092994046,1
0.655,0.6931471805599453,-2.3434070875143007,3.5553480614894135,0.99738,3.25,0.42,2.2617630984737906,0
0.68,1.0296194171811581,-2.375155785828881,3.784189633918261,0.99888,3.31,0.55,2.2512917986064953,1
0.67,1.0986122886681098,-2.396895772465287,3.871201010907891,0.99888,3.31,0.54,2.2512917986064953,1
0.59,1.0647107369924282,-2.419118909249997,4.30406509320417,0.99738,3.14,0.54,2.2407096892759584,0
0.6,0.9932517730102834,-2.2730262907525014,4.584967478670572,0.99938,3.45,0.62,2.2512917986064953,0
0.59,0.8329091229351039,-2.5010360317178852,4.543294782270004,0.99744,3.55,0.53,2.272125885509337,1
0.72,0.6418538861723947,-2.577021938695806,3.4657359027997265,0.99668,3.39,0.54,2.2617630984737906,0
0.59,0.8329091229351039,-2.5010360317178852,4.543294782270004,0.99744,3.55,0.53,2.272125885509337,1
0.685,0.8754687373538999,-2.5010360317178852,4.962844630259907,0.9978,3.28,0.55,2.2407096892759584,0
0.57,0.8329091229351039,-2.5010360317178852,4.969813299576001,0.99782,3.27,0.55,2.2407096892759584,0
0.4,0.5877866649021191,-1.851509473633829,3.784189633918261,0.9973,3.3,0.92,2.2512917986064953,1
0.4,0.5877866649021191,-1.851509473633829,3.8066624897703196,0.99727,3.31,0.91,2.2512917986064953,1
1.0,1.0986122886681098,-2.282782465697866,2.772588722239781,0.99586,3.43,0.46,2.302585092994046,0
0.43,1.2237754316221157,-2.5383074265151158,3.5263605246161616,0.99788,3.36,0.61,2.3513752571634776,0
0.52,0.9555114450274363,-2.577021938695806,4.5217885770490405,0.99745,3.5,0.6,2.2823823856765264,0
0.57,0.6931471805599453,-1.6607312068216509,3.8066624897703196,0.99676,3.31,0.6,2.2407096892759584,1
0.46,0.8754687373538999,-2.1715568305876416,3.6109179126442243,0.99732,3.66,0.65,2.2823823856765264,0
0.82,0.8754687373538999,-2.513306124309698,4.564348191467836,0.99814,3.36,0.53,2.302585092994046,0
0.46,0.8754687373538999,-2.1715568305876416,3.6109179126442243,0.99732,3.66,0.65,2.2823823856765264,0
0.59,0.9162907318741551,-2.563949857128453,4.442651256490317,0.99746,3.55,0.59,2.2823823856765264,0
0.35,0.8329091229351039,-2.488914671185539,4.110873864173311,0.9982,3.21,0.5,2.2512917986064953,0
0.35,0.8329091229351039,-2.488914671185539,4.110873864173311,0.9982,3.21,0.5,2.2512917986064953,0
0.56,0.7884573603642703,-2.5383074265151158,4.060443010546419,0.9991,3.18,0.56,2.312535423847214,1
0.56,0.7884573603642703,-2.5383074265151158,4.060443010546419,0.9991,3.18,0.56,2.312535423847214,1
0.63,1.0647107369924282,-2.312635428847547,4.77912349311153,0.998,3.09,0.52,2.2300144001592104,0
0.37,0.9555114450274363,-2.5010360317178852,4.406719247264253,0.99708,3.33,0.68,2.272125885509337,1
0.64,1.0647107369924282,-2.4769384801388235,4.867534450455582,0.99818,3.23,0.54,2.2617630984737906,0
0.61,0.9162907318741551,-2.513306124309698,4.465908118654584,0.99745,3.48,0.6,2.272125885509337,1
0.6,0.9555114450274363,-2.900422093749666,2.5649493574615367,0.99639,3.38,0.56,2.379546134130174,0
0.27,0.8329091229351039,-2.7333680090865,3.258096538021482,0.99531,3.17,0.53,2.5257286443082556,1
0.46,0.9162907318741551,-2.071473372030659,4.1588830833596715,0.99746,3.1,0.74,2.2617630984737906,0
0.37,0.47000362924573563,-3.270169119255751,3.7376696182833684,0.99526,3.24,0.81,2.379546134130174,1
0.5,1.2809338454620642,-2.5010360317178852,2.6390573296152584,0.9987,3.29,0.52,2.3702437414678603,1
0.5,1.2809338454620642,-2.5010360317178852,2.6390573296152584,0.9987,3.29,0.52,2.3702437414678603,1
0.61,1.3862943611198906,-2.5010360317178852,4.68213122712422,0.99641,3.25,0.51,2.2407096892759584,0
0.55,1.1939224684724346,-2.6882475738060303,2.833213344056216,0.99735,3.23,0.44,2.302585092994046,0
0.585,0.5306282510621704,-3.123565645063876,4.454347296253507,0.99264,3.56,0.94,2.5572273113676265,1
0.56,0.9162907318741551,-2.1715568305876416,3.828641396489095,0.9971,3.24,0.66,2.2617630984737906,1
0.52,0.9932517730102834,-2.4769384801388235,2.8903717578961645,0.99682,3.26,0.57,2.2925347571405443,1
0.28,0.8754687373538999,-2.9565115604007097,2.302585092994046,0.99356,3.33,0.7,2.5494451709255714,1
0.25,0.6931471805599453,-3.1941832122778293,2.302585092994046,0.99386,3.27,0.71,2.5257286443082556,1
0.28,0.8754687373538999,-2.9565115604007097,2.302585092994046,0.99356,3.33,0.7,2.5494451709255714,1
0.53,0.6418538861723947,-1.8018098050815563,2.4849066497880004,0.99702,3.26,0.86,2.2192034840549946,0
0.48,1.0296194171811581,-2.659260036932778,2.70805020110221,0.99693,3.22,0.55,2.33214389523559,1
0.49,0.9555114450274363,-2.6882475738060303,2.6390573296152584,0.99562,3.3,0.47,2.3513752571634776,0
0.5,1.0296194171811581,-2.631089159966082,3.1780538303479458,1.00012,3.09,0.68,2.388762789235098,1
0.45,0.9162907318741551,-2.312635428847547,3.6375861597263857,0.99818,3.24,0.71,2.379546134130174,0
0.39,0.7419373447293773,-2.282782465697866,1.9459101490553132,0.99462,3.44,0.58,2.4336133554004498,0
0.41,1.0296194171811581,-2.2730262907525014,3.713572066704308,0.99939,3.21,0.76,2.424802725718295,1
0.45,0.9162907318741551,-2.312635428847547,3.6375861597263857,0.99818,3.24,0.71,2.379546134130174,0
0.51,1.1631508098056809,-2.513306124309698,3.4011973816621555,0.9984,3.23,0.58,2.3513752571634776,1
0.29,0.47000362924573563,-2.4769384801388235,3.295836866004329,0.99545,3.28,0.73,2.4765384001174837,1
0.715,0.8544153281560676,-2.645075401940822,3.8501476017100584,0.99632,3.29,0.45,2.2407096892759584,0
0.66,1.1631508098056809,-2.333044300478754,4.07753744390572,0.99976,3.28,0.54,2.2617630984737906,0
0.685,0.6418538861723947,-2.312635428847547,3.091042453358316,0.99606,3.34,0.6,2.272125885509337,0
0.54,0.6931471805599453,-2.577021938695806,3.58351893845611,0.9973,3.61,0.64,2.2823823856765264,0
0.54,0.6931471805599453,-2.577021938695806,3.58351893845611,0.9973,3.61,0.64,2.2823823856765264,0
0.48,1.0296194171811581,-2.6882475738060303,2.772588722239781,0.99682,3.24,0.53,2.33214389523559,0
0.46,1.0296194171811581,-2.577021938695806,3.6109179126442243,0.99624,3.36,0.49,2.3702437414678603,0
0.27,0.8329091229351039,-2.995732273553991,2.0794415416798357,0.9951,3.4,0.64,2.3978952727983707,1
0.46,1.0296194171811581,-2.577021938695806,3.6109179126442243,0.99624,3.36,0.49,2.3702437414678603,0
0.57,0.8329091229351039,-2.7333680090865,3.8066624897703196,0.99417,3.46,0.74,2.5416019934645457,1
0.61,0.7419373447293773,-2.645075401940822,3.1780538303479458,0.99376,3.56,0.77,2.4069451083182885,1
0.685,0.9162907318741551,-2.8473122684357177,2.1972245773362196,0.99632,3.38,0.55,2.388762789235098,0
0.61,0.7419373447293773,-2.645075401940822,3.1780538303479458,0.99376,3.56,0.77,2.4069451083182885,1
0.44,0.4054651081081644,-1.9310215365615626,3.871201010907891,0.99832,3.38,0.86,2.2925347571405443,0
0.47,0.47000362924573563,-1.9173226922034008,3.9318256327243257,0.99836,3.38,0.86,2.2925347571405443,0
0.685,0.47000362924573563,-2.430418464503931,3.1354942159291497,0.99694,3.32,0.47,2.2407096892759584,0
0.665,0.4054651081081644,-2.7181005369557116,4.007333185232471,0.99655,3.39,0.51,2.2300144001592104,0
0.31,0.47000362924573563,-2.5902671654458267,3.332204510175204,0.99672,3.24,0.83,2.4159137783010487,1
0.5,0.7884573603642703,-2.385966701933097,3.258096538021482,0.99647,3.46,0.47,2.302585092994046,0
0.42,0.9745596399981308,-2.4651040224918206,3.5263605246161616,0.99736,3.24,0.77,2.4932054526026954,1
0.66,1.0986122886681098,-2.162823150618887,3.4339872044851463,0.99629,3.45,0.63,2.33214389523559,0
0.5,0.9555114450274363,-2.1286317858706076,4.219507705176107,0.99708,3.23,0.72,2.388762789235098,1
