id,has_null,wave,gender,age,age_o,d_age,d_d_age,race,race_o,samerace,importance_same_race,importance_same_religion,d_importance_same_race,d_importance_same_religion,field,pref_o_attractive,pref_o_sincere,pref_o_intelligence,pref_o_funny,pref_o_ambitious,pref_o_shared_interests,d_pref_o_attractive,d_pref_o_sincere,d_pref_o_intelligence,d_pref_o_funny,d_pref_o_ambitious,d_pref_o_shared_interests,attractive_o,sinsere_o,intelligence_o,funny_o,ambitous_o,shared_interests_o,d_attractive_o,d_sinsere_o,d_intelligence_o,d_funny_o,d_ambitous_o,d_shared_interests_o,attractive_important,sincere_important,intellicence_important,funny_important,ambtition_important,shared_interests_important,d_attractive_important,d_sincere_important,d_intellicence_important,d_funny_important,d_ambtition_important,d_shared_interests_important,attractive,sincere,intelligence,funny,ambition,d_attractive,d_sincere,d_intelligence,d_funny,d_ambition,attractive_partner,sincere_partner,intelligence_partner,funny_partner,ambition_partner,shared_interests_partner,d_attractive_partner,d_sincere_partner,d_intelligence_partner,d_funny_partner,d_ambition_partner,d_shared_interests_partner,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,d_sports,d_tvsports,d_exercise,d_dining,d_museums,d_art,d_hiking,d_gaming,d_clubbing,d_reading,d_tv,d_theater,d_movies,d_concerts,d_music,d_shopping,d_yoga,interests_correlate,d_interests_correlate,like,d_like,met,decision,decision_o,match,field_encoded
3047,1,9,male,26,27,1,no age difference,Asian/Pacific Islander/Asian-American,Latino/Hispanic American,0,3,1,important,not important,BUSINESS/ECONOMICS/FINANCE,14,18,18,16,18,14,not important,important,important,important,important,not important,7,6,8,7,8,7,average,average,average,average,average,average,15,19,21,19,15,11,not important,important,very important,important,not important,not important,7,8,9,9,9,average,average,high,high,high,6,8,7,7,8,6,average,average,average,average,average,average,8,6,9,9,6,4,2,7,6,9,5,2,9,2,7,9,2,average,average,high,high,average,low,low,average,average,high,low,low,high,low,average,high,low,0,[0-0.33],6,average,0,1,1,1,7
3048,1,9,male,26,25,1,no age difference,Asian/Pacific Islander/Asian-American,Latino/Hispanic American,0,3,1,important,not important,BUSINESS/ECONOMICS/FINANCE,16,17,17,17,17,16,important,important,important,important,important,important,6,9,9,7,9,6,average,high,high,average,high,average,15,19,21,19,15,11,not important,important,very important,important,not important,not important,7,8,9,9,9,average,average,high,high,high,4,8,4,5,4,6,low,average,low,low,low,average,8,6,9,9,6,4,2,7,6,9,5,2,9,2,7,9,2,average,average,high,high,average,low,low,average,average,high,low,low,high,low,average,high,low,0,[0-0.33],6,average,0,0,0,0,7
3049,1,9,male,27,24,3,small age difference,European/Caucasian-American,European/Caucasian-American,1,7,1,very important,not important,BUSINESS/ECONOMICS/FINANCE,16,16,20,16,18,14,important,important,important,important,important,not important,4,8,8,6,8,5,low,average,average,average,average,low,8,18,20,22,12,20,not important,important,important,very important,not important,important,5,10,9,9,10,low,high,high,high,high,5,5,7,5,5,5,low,low,average,low,low,low,2,1,2,7,7,5,3,5,1,13,6,6,7,6,5,2,1,low,low,low,average,average,low,low,low,low,high,average,average,average,average,low,low,low,0,[0.33-1],5,low,0,0,0,0,7
3050,1,9,male,27,27,0,no age difference,European/Caucasian-American,European/Caucasian-American,1,7,1,very important,not important,BUSINESS/ECONOMICS/FINANCE,15,19,19,19,13,13,important,important,important,important,not important,not important,5,8,7,6,8,6,low,average,average,average,average,average,8,18,20,22,12,20,not important,important,important,very important,not important,important,5,10,9,9,10,low,high,high,high,high,7,7,9,8,8,4,average,average,high,average,average,low,2,1,2,7,7,5,3,5,1,13,6,6,7,6,5,2,1,low,low,low,average,average,low,low,low,low,high,average,average,average,average,low,low,low,0,[-1-0],7,average,0,1,0,0,7
3052,1,9,male,27,24,3,small age difference,European/Caucasian-American,Other,0,7,1,very important,not important,BUSINESS/ECONOMICS/FINANCE,14,18,20,18,16,14,not important,important,important,important,important,not important,7,6,7,7,7,4,average,average,average,average,average,low,8,18,20,22,12,20,not important,important,important,very important,not important,important,5,10,9,9,10,low,high,high,high,high,6,8,8,6,6,3,average,average,average,average,average,low,2,1,2,7,7,5,3,5,1,13,6,6,7,6,5,2,1,low,low,low,average,average,low,low,low,low,high,average,average,average,average,low,low,low,1,[0.33-1],6,average,0,0,0,0,7
3053,1,9,male,27,23,4,medium age difference,European/Caucasian-American,Asian/Pacific Islander/Asian-American,0,7,1,very important,not important,BUSINESS/ECONOMICS/FINANCE,15,19,17,19,10,19,important,important,important,important,not important,important,3,4,5,6,6,7,low,low,low,average,average,average,8,18,20,22,12,20,not important,important,important,very important,not important,important,5,10,9,9,10,low,high,high,high,high,8,8,8,8,8,7,average,average,average,average,average,average,2,1,2,7,7,5,3,5,1,13,6,6,7,6,5,2,1,low,low,low,average,average,low,low,low,low,high,average,average,average,average,low,low,low,0,[-1-0],7,average,0,1,0,0,7
3054,1,9,male,27,30,3,small age difference,European/Caucasian-American,European/Caucasian-American,1,7,1,very important,not important,BUSINESS/ECONOMICS/FINANCE,18,18,20,12,20,12,important,important,important,not important,important,not important,1,6,6,6,7,2,low,average,average,average,average,low,8,18,20,22,12,20,not important,important,important,very important,not important,important,5,10,9,9,10,low,high,high,high,high,8,7,7,6,7,5,average,average,average,average,average,low,2,1,2,7,7,5,3,5,1,13,6,6,7,6,5,2,1,low,low,low,average,average,low,low,low,low,high,average,average,average,average,low,low,low,0,[0-0.33],7,average,0,1,0,0,7
3057,1,9,male,27,22,5,medium age difference,European/Caucasian-American,European/Caucasian-American,1,7,1,very important,not important,BUSINESS/ECONOMICS/FINANCE,15,19,19,19,15,12,important,important,important,important,important,not important,5,8,7,8,9,7,low,average,average,average,high,average,8,18,20,22,12,20,not important,important,important,very important,not important,important,5,10,9,9,10,low,high,high,high,high,9,9,9,9,9,9,high,high,high,high,high,high,2,1,2,7,7,5,3,5,1,13,6,6,7,6,5,2,1,low,low,low,average,average,low,low,low,low,high,average,average,average,average,low,low,low,0,[0-0.33],8,average,0,1,0,0,7
3058,1,9,male,27,22,5,medium age difference,European/Caucasian-American,European/Caucasian-American,1,7,1,very important,not important,BUSINESS/ECONOMICS/FINANCE,16,20,18,20,18,8,important,important,important,important,important,not important,2,5,6,5,7,4,low,low,average,low,average,low,8,18,20,22,12,20,not important,important,important,very important,not important,important,5,10,9,9,10,low,high,high,high,high,9,9,9,9,9,9,high,high,high,high,high,high,2,1,2,7,7,5,3,5,1,13,6,6,7,6,5,2,1,low,low,low,average,average,low,low,low,low,high,average,average,average,average,low,low,low,0,[0-0.33],8,average,0,1,0,0,7
3059,1,9,male,27,26,1,no age difference,European/Caucasian-American,European/Caucasian-American,1,7,1,very important,not important,BUSINESS/ECONOMICS/FINANCE,20,16,18,16,18,14,important,important,important,important,important,not important,3,8,10,6,10,7,low,average,high,average,high,average,8,18,20,22,12,20,not important,important,important,very important,not important,important,5,10,9,9,10,low,high,high,high,high,7,10,10,10,10,5,average,high,high,high,high,low,2,1,2,7,7,5,3,5,1,13,6,6,7,6,5,2,1,low,low,low,average,average,low,low,low,low,high,average,average,average,average,low,low,low,0,[-1-0],9,high,1,0,0,0,7
3060,1,9,male,27,23,4,medium age difference,European/Caucasian-American,European/Caucasian-American,1,7,1,very important,not important,BUSINESS/ECONOMICS/FINANCE,15,17,19,19,12,17,important,important,important,important,not important,important,2,8,4,4,7,2,low,average,low,low,average,low,8,18,20,22,12,20,not important,important,important,very important,not important,important,5,10,9,9,10,low,high,high,high,high,7,8,7,8,7,5,average,average,average,average,average,low,2,1,2,7,7,5,3,5,1,13,6,6,7,6,5,2,1,low,low,low,average,average,low,low,low,low,high,average,average,average,average,low,low,low,0,[0.33-1],6,average,0,1,0,0,7
3061,1,9,male,27,31,4,medium age difference,European/Caucasian-American,Black/African American,0,7,1,very important,not important,BUSINESS/ECONOMICS/FINANCE,15,17,21,19,17,12,not important,important,very important,important,important,not important,2,8,8,7,8,5,low,average,average,average,average,low,8,18,20,22,12,20,not important,important,important,very important,not important,important,5,10,9,9,10,low,high,high,high,high,5,10,8,7,5,5,low,high,average,average,low,low,2,1,2,7,7,5,3,5,1,13,6,6,7,6,5,2,1,low,low,low,average,average,low,low,low,low,high,average,average,average,average,low,low,low,0,[0.33-1],7,average,0,0,1,0,7
3062,1,9,male,27,23,4,medium age difference,European/Caucasian-American,European/Caucasian-American,1,7,1,very important,not important,BUSINESS/ECONOMICS/FINANCE,17,13,17,19,19,13,important,not important,important,important,important,not important,3,8,8,9,4,5,low,average,average,high,low,low,8,18,20,22,12,20,not important,important,important,very important,not important,important,5,10,9,9,10,low,high,high,high,high,10,10,10,10,8,8,high,high,high,high,average,average,2,1,2,7,7,5,3,5,1,13,6,6,7,6,5,2,1,low,low,low,average,average,low,low,low,low,high,average,average,average,average,low,low,low,0,[-1-0],8,average,0,1,0,0,7
3063,1,9,male,27,25,2,small age difference,European/Caucasian-American,Black/African American,0,7,1,very important,not important,BUSINESS/ECONOMICS/FINANCE,12,13,19,19,19,17,not important,not important,important,important,important,important,5,5,10,5,5,5,low,low,high,low,low,low,8,18,20,22,12,20,not important,important,important,very important,not important,important,5,10,9,9,10,low,high,high,high,high,8,9,9,9,9,9,average,high,high,high,high,high,2,1,2,7,7,5,3,5,1,13,6,6,7,6,5,2,1,low,low,low,average,average,low,low,low,low,high,average,average,average,average,low,low,low,0,[0-0.33],7,average,0,1,0,0,7
3065,1,9,male,27,29,2,small age difference,European/Caucasian-American,European/Caucasian-American,1,7,1,very important,not important,BUSINESS/ECONOMICS/FINANCE,20,16,20,16,11,18,important,important,important,important,not important,important,1,1,1,1,1,1,low,low,low,low,low,low,8,18,20,22,12,20,not important,important,important,very important,not important,important,5,10,9,9,10,low,high,high,high,high,8,9,9,9,9,8,average,high,high,high,high,average,2,1,2,7,7,5,3,5,1,13,6,6,7,6,5,2,1,low,low,low,average,average,low,low,low,low,high,average,average,average,average,low,low,low,0,[0.33-1],8,average,0,1,0,0,7
3066,1,9,male,27,28,1,no age difference,European/Caucasian-American,European/Caucasian-American,1,7,1,very important,not important,BUSINESS/ECONOMICS/FINANCE,16,16,18,18,16,15,important,important,important,important,important,not important,4,9,10,7,10,6,low,high,high,average,high,average,8,18,20,22,12,20,not important,important,important,very important,not important,important,5,10,9,9,10,low,high,high,high,high,9,8,9,9,9,9,high,average,high,high,high,high,2,1,2,7,7,5,3,5,1,13,6,6,7,6,5,2,1,low,low,low,average,average,low,low,low,low,high,average,average,average,average,low,low,low,0,[0.33-1],7,average,0,1,0,0,7
3067,1,9,male,27,27,0,no age difference,European/Caucasian-American,Latino/Hispanic American,0,7,1,very important,not important,BUSINESS/ECONOMICS/FINANCE,14,18,18,16,18,14,not important,important,important,important,important,not important,6,7,8,7,8,7,average,average,average,average,average,average,8,18,20,22,12,20,not important,important,important,very important,not important,important,5,10,9,9,10,low,high,high,high,high,9,8,9,9,9,9,high,average,high,high,high,high,2,1,2,7,7,5,3,5,1,13,6,6,7,6,5,2,1,low,low,low,average,average,low,low,low,low,high,average,average,average,average,low,low,low,0,[0-0.33],7,average,0,1,0,0,7
3068,1,9,male,27,25,2,small age difference,European/Caucasian-American,Latino/Hispanic American,0,7,1,very important,not important,BUSINESS/ECONOMICS/FINANCE,16,17,17,17,17,16,important,important,important,important,important,important,6,8,9,7,7,7,average,average,high,average,average,average,8,18,20,22,12,20,not important,important,important,very important,not important,important,5,10,9,9,10,low,high,high,high,high,9,9,9,9,9,9,high,high,high,high,high,high,2,1,2,7,7,5,3,5,1,13,6,6,7,6,5,2,1,low,low,low,average,average,low,low,low,low,high,average,average,average,average,low,low,low,0,[0-0.33],8,average,0,1,0,0,7
3069,1,9,male,26,24,2,small age difference,European/Caucasian-American,European/Caucasian-American,1,8,1,very important,not important,BIOLOGY,16,16,20,16,18,14,important,important,important,important,important,not important,8,8,10,7,10,9,average,average,high,average,high,high,21,17,21,13,6,21,very important,important,very important,not important,not important,very important,7,10,7,10,10,average,high,average,high,high,3,9,9,4,7,6,low,high,high,low,average,average,1,2,8,7,8,8,10,1,2,10,4,8,6,10,10,1,7,low,low,average,average,average,average,high,low,low,high,low,average,average,high,high,low,average,0,[-1-0],6,average,0,0,1,0,6
3070,1,9,male,26,27,1,no age difference,European/Caucasian-American,European/Caucasian-American,1,8,1,very important,not important,BIOLOGY,15,19,19,19,13,13,important,important,important,important,not important,not important,9,6,10,7,9,6,high,average,high,average,high,average,21,17,21,13,6,21,very important,important,very important,not important,not important,very important,7,10,7,10,10,average,high,average,high,high,6,5,9,4,6,5,average,low,high,low,average,low,1,2,8,7,8,8,10,1,2,10,4,8,6,10,10,1,7,low,low,average,average,average,average,high,low,low,high,low,average,average,high,high,low,average,0,[0-0.33],7,average,1,1,1,1,6
3071,1,9,male,26,25,1,no age difference,European/Caucasian-American,Asian/Pacific Islander/Asian-American,0,8,1,very important,not important,BIOLOGY,18,18,18,16,16,16,important,important,important,important,important,important,6,8,7,6,7,9,average,average,average,average,average,high,21,17,21,13,6,21,very important,important,very important,not important,not important,very important,7,10,7,10,10,average,high,average,high,high,4,7,8,5,4,6,low,average,average,low,low,average,1,2,8,7,8,8,10,1,2,10,4,8,6,10,10,1,7,low,low,average,average,average,average,high,low,low,high,low,average,average,high,high,low,average,1,[0.33-1],7,average,0,0,1,0,6
3072,1,9,male,26,24,2,small age difference,European/Caucasian-American,Other,0,8,1,very important,not important,BIOLOGY,14,18,20,18,16,14,not important,important,important,important,important,not important,8,9,9,7,9,4,average,high,high,average,high,low,21,17,21,13,6,21,very important,important,very important,not important,not important,very important,7,10,7,10,10,average,high,average,high,high,7,7,9,7,7,7,average,average,high,average,average,average,1,2,8,7,8,8,10,1,2,10,4,8,6,10,10,1,7,low,low,average,average,average,average,high,low,low,high,low,average,average,high,high,low,average,0,[0.33-1],7,average,0,1,1,1,6
3073,1,9,male,26,23,3,small age difference,European/Caucasian-American,Asian/Pacific Islander/Asian-American,0,8,1,very important,not important,BIOLOGY,15,19,17,19,10,19,important,important,important,important,not important,important,6,5,7,5,5,6,average,low,average,low,low,average,21,17,21,13,6,21,very important,important,very important,not important,not important,very important,7,10,7,10,10,average,high,average,high,high,3,7,6,3,5,3,low,average,average,low,low,low,1,2,8,7,8,8,10,1,2,10,4,8,6,10,10,1,7,low,low,average,average,average,average,high,low,low,high,low,average,average,high,high,low,average,0,[0-0.33],4,low,0,0,0,0,6
3074,1,9,male,26,30,4,medium age difference,European/Caucasian-American,European/Caucasian-American,1,8,1,very important,not important,BIOLOGY,18,18,20,12,20,12,important,important,important,not important,important,not important,9,9,9,8,9,8,high,high,high,average,high,average,21,17,21,13,6,21,very important,important,very important,not important,not important,very important,7,10,7,10,10,average,high,average,high,high,9,6,7,5,6,7,high,average,average,low,average,average,1,2,8,7,8,8,10,1,2,10,4,8,6,10,10,1,7,low,low,average,average,average,average,high,low,low,high,low,average,average,high,high,low,average,0,[0-0.33],8,average,0,1,1,1,6
3077,1,9,male,26,22,4,medium age difference,European/Caucasian-American,European/Caucasian-American,1,8,1,very important,not important,BIOLOGY,15,19,19,19,15,12,important,important,important,important,important,not important,9,8,9,8,10,7,high,average,high,average,high,average,21,17,21,13,6,21,very important,important,very important,not important,not important,very important,7,10,7,10,10,average,high,average,high,high,5,7,9,6,8,7,low,average,high,average,average,average,1,2,8,7,8,8,10,1,2,10,4,8,6,10,10,1,7,low,low,average,average,average,average,high,low,low,high,low,average,average,high,high,low,average,0,[0-0.33],6,average,0,1,1,1,6
3078,1,9,male,26,22,4,medium age difference,European/Caucasian-American,European/Caucasian-American,1,8,1,very important,not important,BIOLOGY,16,20,18,20,18,8,important,important,important,important,important,not important,10,7,9,10,10,7,high,average,high,high,high,average,21,17,21,13,6,21,very important,important,very important,not important,not important,very important,7,10,7,10,10,average,high,average,high,high,6,8,9,6,9,8,average,average,high,average,high,average,1,2,8,7,8,8,10,1,2,10,4,8,6,10,10,1,7,low,low,average,average,average,average,high,low,low,high,low,average,average,high,high,low,average,0,[0-0.33],7,average,0,1,0,0,6
3079,1,9,male,26,26,0,no age difference,European/Caucasian-American,European/Caucasian-American,1,8,1,very important,not important,BIOLOGY,20,16,18,16,18,14,important,important,important,important,important,not important,9,8,10,8,10,7,high,average,high,average,high,average,21,17,21,13,6,21,very important,important,very important,not important,not important,very important,7,10,7,10,10,average,high,average,high,high,4,6,7,7,7,5,low,average,average,average,average,low,1,2,8,7,8,8,10,1,2,10,4,8,6,10,10,1,7,low,low,average,average,average,average,high,low,low,high,low,average,average,high,high,low,average,0,[-1-0],6,average,0,0,1,0,6
3080,1,9,male,26,23,3,small age difference,European/Caucasian-American,European/Caucasian-American,1,8,1,very important,not important,BIOLOGY,15,17,19,19,12,17,important,important,important,important,not important,important,10,10,10,7,9,6,high,high,high,average,high,average,21,17,21,13,6,21,very important,important,very important,not important,not important,very important,7,10,7,10,10,average,high,average,high,high,5,6,5,4,5,5,low,average,low,low,low,low,1,2,8,7,8,8,10,1,2,10,4,8,6,10,10,1,7,low,low,average,average,average,average,high,low,low,high,low,average,average,high,high,low,average,0,[0.33-1],5,low,0,0,1,0,6
3081,1,9,male,26,31,5,medium age difference,European/Caucasian-American,Black/African American,0,8,1,very important,not important,BIOLOGY,15,17,21,19,17,12,not important,important,very important,important,important,not important,9,5,9,6,6,5,high,low,high,average,average,low,21,17,21,13,6,21,very important,important,very important,not important,not important,very important,7,10,7,10,10,average,high,average,high,high,3,7,7,5,5,4,low,average,average,low,low,low,1,2,8,7,8,8,10,1,2,10,4,8,6,10,10,1,7,low,low,average,average,average,average,high,low,low,high,low,average,average,high,high,low,average,0,[0.33-1],5,low,0,0,0,0,6
3082,1,9,male,26,23,3,small age difference,European/Caucasian-American,European/Caucasian-American,1,8,1,very important,not important,BIOLOGY,17,13,17,19,19,13,important,not important,important,important,important,not important,7,8,10,7,9,7,average,average,high,average,high,average,21,17,21,13,6,21,very important,important,very important,not important,not important,very important,7,10,7,10,10,average,high,average,high,high,9,7,6,8,6,5,high,average,average,average,average,low,1,2,8,7,8,8,10,1,2,10,4,8,6,10,10,1,7,low,low,average,average,average,average,high,low,low,high,low,average,average,high,high,low,average,0,[-1-0],9,high,0,1,0,0,6
3083,1,9,male,26,25,1,no age difference,European/Caucasian-American,Black/African American,0,8,1,very important,not important,BIOLOGY,12,13,19,19,19,17,not important,not important,important,important,important,important,6,8,8,8,8,8,average,average,average,average,average,average,21,17,21,13,6,21,very important,important,very important,not important,not important,very important,7,10,7,10,10,average,high,average,high,high,7,8,8,9,8,7,average,average,average,high,average,average,1,2,8,7,8,8,10,1,2,10,4,8,6,10,10,1,7,low,low,average,average,average,average,high,low,low,high,low,average,average,high,high,low,average,0,[0.33-1],8,average,0,1,1,1,6
3086,1,9,male,26,28,2,small age difference,European/Caucasian-American,European/Caucasian-American,1,8,1,very important,not important,BIOLOGY,16,16,18,18,16,15,important,important,important,important,important,not important,5,7,9,5,9,4,low,average,high,low,high,low,21,17,21,13,6,21,very important,important,very important,not important,not important,very important,7,10,7,10,10,average,high,average,high,high,6,6,6,3,5,4,average,average,average,low,low,low,1,2,8,7,8,8,10,1,2,10,4,8,6,10,10,1,7,low,low,average,average,average,average,high,low,low,high,low,average,average,high,high,low,average,0,[0-0.33],5,low,0,1,0,0,6
3087,1,9,male,26,27,1,no age difference,European/Caucasian-American,Latino/Hispanic American,0,8,1,very important,not important,BIOLOGY,14,18,18,16,18,14,not important,important,important,important,important,not important,7,10,10,7,10,5,average,high,high,average,high,low,21,17,21,13,6,21,very important,important,very important,not important,not important,very important,7,10,7,10,10,average,high,average,high,high,6,10,8,8,6,6,average,high,average,average,average,average,1,2,8,7,8,8,10,1,2,10,4,8,6,10,10,1,7,low,low,average,average,average,average,high,low,low,high,low,average,average,high,high,low,average,0,[0-0.33],8,average,0,1,1,1,6
3088,1,9,male,26,25,1,no age difference,European/Caucasian-American,Latino/Hispanic American,0,8,1,very important,not important,BIOLOGY,16,17,17,17,17,16,important,important,important,important,important,important,8,8,9,8,10,8,average,average,high,average,high,average,21,17,21,13,6,21,very important,important,very important,not important,not important,very important,7,10,7,10,10,average,high,average,high,high,7,6,7,5,6,6,average,average,average,low,average,average,1,2,8,7,8,8,10,1,2,10,4,8,6,10,10,1,7,low,low,average,average,average,average,high,low,low,high,low,average,average,high,high,low,average,0,[0-0.33],6,average,0,1,1,1,6
3089,1,9,male,24,24,0,no age difference,European/Caucasian-American,European/Caucasian-American,1,9,5,very important,important,PHYSICS,16,16,20,16,18,14,important,important,important,important,important,not important,8,9,10,7,10,7,average,high,high,average,high,average,21,5,23,13,18,21,very important,not important,very important,not important,important,very important,7,6,3,10,10,average,average,low,high,high,2,6,4,5,4,4,low,average,low,low,low,low,9,3,5,7,9,10,7,3,7,5,1,5,7,8,8,6,1,high,low,low,average,high,high,average,low,average,low,low,low,average,average,average,average,low,0,[-1-0],3,low,0,0,1,0,68
3090,1,9,male,24,27,3,small age difference,European/Caucasian-American,European/Caucasian-American,1,9,5,very important,important,PHYSICS,15,19,19,19,13,13,important,important,important,important,not important,not important,6,10,10,5,9,6,average,high,high,low,high,average,21,5,23,13,18,21,very important,not important,very important,not important,important,very important,7,6,3,10,10,average,average,low,high,high,6,7,7,5,6,6,average,average,average,low,average,average,9,3,5,7,9,10,7,3,7,5,1,5,7,8,8,6,1,high,low,low,average,high,high,average,low,average,low,low,low,average,average,average,average,low,0,[0-0.33],6,average,0,1,0,0,68
3092,1,9,male,24,24,0,no age difference,European/Caucasian-American,Other,0,9,5,very important,important,PHYSICS,14,18,20,18,16,14,not important,important,important,important,important,not important,7,8,7,6,8,3,average,average,average,average,average,low,21,5,23,13,18,21,very important,not important,very important,not important,important,very important,7,6,3,10,10,average,average,low,high,high,3,3,4,4,4,3,low,low,low,low,low,low,9,3,5,7,9,10,7,3,7,5,1,5,7,8,8,6,1,high,low,low,average,high,high,average,low,average,low,low,low,average,average,average,average,low,0,[0.33-1],2,low,0,0,0,0,68
3093,1,9,male,24,23,1,no age difference,European/Caucasian-American,Asian/Pacific Islander/Asian-American,0,9,5,very important,important,PHYSICS,15,19,17,19,10,19,important,important,important,important,not important,important,5,4,5,5,4,5,low,low,low,low,low,low,21,5,23,13,18,21,very important,not important,very important,not important,important,very important,7,6,3,10,10,average,average,low,high,high,3,7,5,3,4,2,low,average,low,low,low,low,9,3,5,7,9,10,7,3,7,5,1,5,7,8,8,6,1,high,low,low,average,high,high,average,low,average,low,low,low,average,average,average,average,low,0,[0-0.33],3,low,0,0,0,0,68
3094,1,9,male,24,30,6,medium age difference,European/Caucasian-American,European/Caucasian-American,1,9,5,very important,important,PHYSICS,18,18,20,12,20,12,important,important,important,not important,important,not important,4,9,9,4,9,4,low,high,high,low,high,low,21,5,23,13,18,21,very important,not important,very important,not important,important,very important,7,6,3,10,10,average,average,low,high,high,4,4,6,6,6,5,low,low,average,average,average,low,9,3,5,7,9,10,7,3,7,5,1,5,7,8,8,6,1,high,low,low,average,high,high,average,low,average,low,low,low,average,average,average,average,low,0,[0.33-1],5,low,0,0,1,0,68
3097,1,9,male,24,22,2,small age difference,European/Caucasian-American,European/Caucasian-American,1,9,5,very important,important,PHYSICS,15,19,19,19,15,12,important,important,important,important,important,not important,6,8,9,6,8,7,average,average,high,average,average,average,21,5,23,13,18,21,very important,not important,very important,not important,important,very important,7,6,3,10,10,average,average,low,high,high,6,6,8,5,5,6,average,average,average,low,low,average,9,3,5,7,9,10,7,3,7,5,1,5,7,8,8,6,1,high,low,low,average,high,high,average,low,average,low,low,low,average,average,average,average,low,0,[-1-0],5,low,0,1,0,0,68
3099,1,9,male,24,26,2,small age difference,European/Caucasian-American,European/Caucasian-American,1,9,5,very important,important,PHYSICS,20,16,18,16,18,14,important,important,important,important,important,not important,5,7,9,5,9,5,low,average,high,low,high,low,21,5,23,13,18,21,very important,not important,very important,not important,important,very important,7,6,3,10,10,average,average,low,high,high,6,5,5,6,6,4,average,low,low,average,average,low,9,3,5,7,9,10,7,3,7,5,1,5,7,8,8,6,1,high,low,low,average,high,high,average,low,average,low,low,low,average,average,average,average,low,1,[0.33-1],5,low,0,1,0,0,68
3100,1,9,male,24,23,1,no age difference,European/Caucasian-American,European/Caucasian-American,1,9,5,very important,important,PHYSICS,15,17,19,19,12,17,important,important,important,important,not important,important,5,8,8,6,6,5,low,average,average,average,average,low,21,5,23,13,18,21,very important,not important,very important,not important,important,very important,7,6,3,10,10,average,average,low,high,high,6,6,7,6,6,7,average,average,average,average,average,average,9,3,5,7,9,10,7,3,7,5,1,5,7,8,8,6,1,high,low,low,average,high,high,average,low,average,low,low,low,average,average,average,average,low,1,[0.33-1],6,average,0,1,0,0,68
3101,1,9,male,24,31,7,large age difference,European/Caucasian-American,Black/African American,0,9,5,very important,important,PHYSICS,15,17,21,19,17,12,not important,important,very important,important,important,not important,7,7,7,7,7,7,average,average,average,average,average,average,21,5,23,13,18,21,very important,not important,very important,not important,important,very important,7,6,3,10,10,average,average,low,high,high,5,7,8,5,6,5,low,average,average,low,average,low,9,3,5,7,9,10,7,3,7,5,1,5,7,8,8,6,1,high,low,low,average,high,high,average,low,average,low,low,low,average,average,average,average,low,0,[0-0.33],5,low,0,1,1,1,68
3102,1,9,male,24,23,1,no age difference,European/Caucasian-American,European/Caucasian-American,1,9,5,very important,important,PHYSICS,17,13,17,19,19,13,important,not important,important,important,important,not important,6,9,8,6,8,3,average,high,average,average,average,low,21,5,23,13,18,21,very important,not important,very important,not important,important,very important,7,6,3,10,10,average,average,low,high,high,6,5,6,7,6,4,average,low,average,average,average,low,9,3,5,7,9,10,7,3,7,5,1,5,7,8,8,6,1,high,low,low,average,high,high,average,low,average,low,low,low,average,average,average,average,low,0,[-1-0],6,average,0,1,0,0,68
3103,1,9,male,24,25,1,no age difference,European/Caucasian-American,Black/African American,0,9,5,very important,important,PHYSICS,12,13,19,19,19,17,not important,not important,important,important,important,important,5,8,10,8,8,5,low,average,high,average,average,low,21,5,23,13,18,21,very important,not important,very important,not important,important,very important,7,6,3,10,10,average,average,low,high,high,7,6,6,8,7,4,average,average,average,average,average,low,9,3,5,7,9,10,7,3,7,5,1,5,7,8,8,6,1,high,low,low,average,high,high,average,low,average,low,low,low,average,average,average,average,low,1,[0.33-1],5,low,0,1,0,0,68
3106,1,9,male,24,28,4,medium age difference,European/Caucasian-American,European/Caucasian-American,1,9,5,very important,important,PHYSICS,16,16,18,18,16,15,important,important,important,important,important,not important,3,7,10,3,10,5,low,average,high,low,high,low,21,5,23,13,18,21,very important,not important,very important,not important,important,very important,7,6,3,10,10,average,average,low,high,high,5,5,4,5,4,4,low,low,low,low,low,low,9,3,5,7,9,10,7,3,7,5,1,5,7,8,8,6,1,high,low,low,average,high,high,average,low,average,low,low,low,average,average,average,average,low,0,[-1-0],4,low,0,0,0,0,68
3107,1,9,male,24,27,3,small age difference,European/Caucasian-American,Latino/Hispanic American,0,9,5,very important,important,PHYSICS,14,18,18,16,18,14,not important,important,important,important,important,not important,6,7,7,6,8,5,average,average,average,average,average,low,21,5,23,13,18,21,very important,not important,very important,not important,important,very important,7,6,3,10,10,average,average,low,high,high,6,5,6,6,6,5,average,low,average,average,average,low,9,3,5,7,9,10,7,3,7,5,1,5,7,8,8,6,1,high,low,low,average,high,high,average,low,average,low,low,low,average,average,average,average,low,0,[0-0.33],5,low,0,0,0,0,68
