,id,has_null,wave,age,age_o,d_age,race_o,samerace,importance_same_race,importance_same_religion,pref_o_attractive,pref_o_sincere,pref_o_intelligence,pref_o_funny,pref_o_ambitious,attractive_o,sinsere_o,intelligence_o,funny_o,ambitous_o,attractive_important,sincere_important,intellicence_important,funny_important,ambtition_important,attractive,sincere,intelligence,funny,ambition,attractive_partner,sincere_partner,intelligence_partner,funny_partner,ambition_partner,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,interests_correlate,like,met,decision,decision_o,match,gender_female,gender_male,race_Asian/Pacific Islander/Asian-American,race_Black/African American,race_European/Caucasian-American,race_Latino/Hispanic American,race_Other,field_ACTING,field_AMERICAN STUDIES,field_ANTHROPOLOGY,field_APPLIED PHYSIOLOGY & NUTRITION,field_ARCHITECTURE,field_ART,field_BIOLOGY,field_BUSINESS/ECONOMICS/FINANCE,field_CHEMISTRY,field_CLASSICS,field_COMMUNICATIONS,field_COMPARATIVE LITERATURE,field_COMPUTER SCIENCE,field_CONSULTING,field_CURRICULUM AND TEACHING/GIFTEDNESS,field_EART,field_ECOLOGY,field_EDUCATION,field_ELECTRICAL ENGG.,field_ELECTRICAL ENGINEERING,field_ENGINEERING,field_ENVIRONMENTAL SCIENCE,field_EPIDEMIOLOGY,field_FILM,field_FINANACE,field_FINANCIAL ENGINEERING,field_FUNDRAISING MANAGEMENT,field_GENETICS,field_GENETICS & DEVELOPMENT,field_GS POSTBACC PREMED,field_GSAS,field_HISTORY,field_HUMAN RIGHTS,field_HUMAN RIGHTS: MIDDLE EAST,field_INDUSTRIAL ENGINEERING,field_INSTRUCTIONAL MEDIA AND TECHNOLOGY,field_INSTRUCTIONAL TECH & MEDIA,field_INTELLECTUAL PROPERTY LAW,field_INTERNATIONAL AFFAIRS,field_INTERNATIONAL DEVELOPMENT,field_INTERNATIONAL POLITICS,field_INTERNATIONAL RELATIONS,field_INTERNATIONAL SECURITY POLICY - INTERNATIONAL AFFAIRS,field_INTRERNATIONAL AFFAIRS,field_JOURNALISM,field_LANGUAGES,field_LAW,field_MA IN QUANTITATIVE METHODS,field_MARINE GEOPHYSICS,field_MARKETING,field_MASTER IN PUBLIC ADMINISTRATION,field_MASTERS IN PUBLIC ADMINISTRATION,field_MATHEMATICS,field_MECHANICAL ENGINEERING,field_MEDICAL INFORMATICS,field_MEDICINE,field_MFA  POETRY,field_MFA -FILM,field_MFA ACTING PROGRAM,field_MONEY,field_NEUROSCIENCE,field_NUTRITION,field_NUTRITION/GENETICS,field_NUTRITIRON,field_OPERATIONS RESEARCH,field_PHILOSOPHY,field_PHYSICS,field_POLITICAL SCIENCE,field_PSYCHOLOGY,field_PUBLIC ADMINISTRATION,field_PUBLIC HEALTH,field_PUBLIC POLICY,field_QMSS,field_RELIGION,field_SOCIOLOGY/SOCIAL STUDIES,field_SPEECH PATHOLOGY,field_TC [HEALTH ED],field_TESOL,field_THEATER,field_UNDERGRAD - GS,field_URBAN PLANNING,field_WORKING,field_WRITING
2742,3984,1,11,23,22,1,Asian/Pacific Islander/Asian-American,0,10,9,35,40,5,5,7,9,6,8,9,6,10,15,40,15,10,9,10,10,9,10,4,4,4,4,4,8,7,10,9,10,10,5,5,6,7,7,9,9,9,8,9,5,0,3,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2743,3985,1,11,23,27,4,European/Caucasian-American,1,10,9,20,20,15,25,10,5,7,3,3,3,10,15,40,15,10,9,10,10,9,10,7,6,6,6,5,8,7,10,9,10,10,5,5,6,7,7,9,9,9,8,9,5,0,7,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2744,3986,1,11,23,28,5,Asian/Pacific Islander/Asian-American,0,10,9,20,30,10,20,0,5,5,4,3,2,10,15,40,15,10,9,10,10,9,10,4,7,7,7,5,8,7,10,9,10,10,5,5,6,7,7,9,9,9,8,9,5,0,7,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2745,3987,1,11,23,34,11,European/Caucasian-American,1,10,9,30,10,30,10,5,3,5,6,6,5,10,15,40,15,10,9,10,10,9,10,6,7,7,6,6,8,7,10,9,10,10,5,5,6,7,7,9,9,9,8,9,5,0,7,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2746,3988,1,11,23,27,4,Asian/Pacific Islander/Asian-American,0,10,9,20,20,15,15,12,5,8,7,6,5,10,15,40,15,10,9,10,10,9,10,4,7,6,6,5,8,7,10,9,10,10,5,5,6,7,7,9,9,9,8,9,5,0,6,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2747,3989,1,11,23,28,5,Black/African American,0,10,9,20,18,20,17,10,7,10,7,7,7,10,15,40,15,10,9,10,10,9,10,7,7,7,6,6,8,7,10,9,10,10,5,5,6,7,7,9,9,9,8,9,5,0,7,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2748,3990,1,11,23,28,5,Latino/Hispanic American,0,10,9,23,18,21,18,10,8,7,6,8,5,10,15,40,15,10,9,10,10,9,10,6,7,6,7,7,8,7,10,9,10,10,5,5,6,7,7,9,9,9,8,9,5,0,6,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2749,3991,1,11,25,29,4,European/Caucasian-American,1,10,10,30,25,18,18,4,9,8,7,7,6,25,20,25,25,5,9,10,10,9,10,4,4,7,6,7,6,7,10,10,9,8,7,6,8,9,9,9,9,9,10,9,8,0,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2750,3992,1,11,25,24,1,Latino/Hispanic American,0,10,10,30,10,20,20,10,8,7,8,7,8,25,20,25,25,5,9,10,10,9,10,4,6,7,8,9,6,7,10,10,9,8,7,6,8,9,9,9,9,9,10,9,8,1,7,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2751,3993,1,11,25,21,4,European/Caucasian-American,1,10,10,25,10,25,5,10,7,4,6,6,7,25,20,25,25,5,9,10,10,9,10,7,6,8,7,7,6,7,10,10,9,8,7,6,8,9,9,9,9,9,10,9,8,0,7,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2752,3994,1,11,25,26,1,European/Caucasian-American,1,10,10,24,16,28,14,8,7,6,5,6,8,25,20,25,25,5,9,10,10,9,10,6,8,9,7,8,6,7,10,10,9,8,7,6,8,9,9,9,9,9,10,9,8,0,6,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2753,3996,1,11,25,32,7,European/Caucasian-American,1,10,10,25,15,20,25,10,7,7,7,4,5,25,20,25,25,5,9,10,10,9,10,5,4,10,6,10,6,7,10,10,9,8,7,6,8,9,9,9,9,9,10,9,8,0,7,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2754,3997,1,11,25,25,0,European/Caucasian-American,1,10,10,27,15,28,10,10,7,9,5,7,6,25,20,25,25,5,9,10,10,9,10,8,9,8,8,7,6,7,10,10,9,8,7,6,8,9,9,9,9,9,10,9,8,0,8,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2755,3998,1,11,25,25,0,European/Caucasian-American,1,10,10,25,20,30,15,5,6,6,6,6,7,25,20,25,25,5,9,10,10,9,10,2,4,8,1,6,6,7,10,10,9,8,7,6,8,9,9,9,9,9,10,9,8,0,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2756,3999,1,11,25,27,2,European/Caucasian-American,1,10,10,20,20,20,15,5,9,6,3,6,5,25,20,25,25,5,9,10,10,9,10,7,6,9,7,9,6,7,10,10,9,8,7,6,8,9,9,9,9,9,10,9,8,0,6,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2757,4000,1,11,25,23,2,Black/African American,0,10,10,25,15,20,20,10,9,9,8,8,7,25,20,25,25,5,9,10,10,9,10,6,7,9,8,8,6,7,10,10,9,8,7,6,8,9,9,9,9,9,10,9,8,0,6,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2758,4001,1,11,25,27,2,Asian/Pacific Islander/Asian-American,0,10,10,50,10,10,10,10,10,10,10,10,10,25,20,25,25,5,9,10,10,9,10,5,7,7,6,7,6,7,10,10,9,8,7,6,8,9,9,9,9,9,10,9,8,0,6,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2759,4003,1,11,25,24,1,Other,0,10,10,20,20,25,25,5,8,8,8,8,8,25,20,25,25,5,9,10,10,9,10,4,4,7,4,7,6,7,10,10,9,8,7,6,8,9,9,9,9,9,10,9,8,0,4,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2760,4005,1,11,25,22,3,Asian/Pacific Islander/Asian-American,0,10,10,35,40,5,5,7,10,7,9,8,7,25,20,25,25,5,9,10,10,9,10,2,2,6,5,4,6,7,10,10,9,8,7,6,8,9,9,9,9,9,10,9,8,0,3,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2761,4006,1,11,25,27,2,European/Caucasian-American,1,10,10,20,20,15,25,10,7,4,4,4,4,25,20,25,25,5,9,10,10,9,10,5,5,8,7,10,6,7,10,10,9,8,7,6,8,9,9,9,9,9,10,9,8,0,6,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2762,4007,1,11,25,28,3,Asian/Pacific Islander/Asian-American,0,10,10,20,30,10,20,0,6,4,4,6,3,25,20,25,25,5,9,10,10,9,10,6,6,7,6,5,6,7,10,10,9,8,7,6,8,9,9,9,9,9,10,9,8,0,6,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2763,4008,1,11,25,34,9,European/Caucasian-American,1,10,10,30,10,30,10,5,8,6,6,6,5,25,20,25,25,5,9,10,10,9,10,7,6,9,7,8,6,7,10,10,9,8,7,6,8,9,9,9,9,9,10,9,8,0,7,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2764,4009,1,11,25,27,2,Asian/Pacific Islander/Asian-American,0,10,10,20,20,15,15,12,7,8,7,6,7,25,20,25,25,5,9,10,10,9,10,5,6,10,6,10,6,7,10,10,9,8,7,6,8,9,9,9,9,9,10,9,8,0,8,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2765,4010,1,11,25,28,3,Black/African American,0,10,10,20,18,20,17,10,6,10,6,9,7,25,20,25,25,5,9,10,10,9,10,6,8,8,7,8,6,7,10,10,9,8,7,6,8,9,9,9,9,9,10,9,8,0,6,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2766,4012,1,11,29,28,1,Latino/Hispanic American,0,8,4,0,25,25,25,25,6,6,7,6,5,30,25,18,18,4,7,10,5,7,7,4,8,8,7,6,6,1,5,7,7,4,8,1,3,2,5,7,8,8,8,3,2,0,6,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2767,4013,1,11,29,33,4,Asian/Pacific Islander/Asian-American,0,8,4,25,30,10,10,5,5,6,7,6,7,30,25,18,18,4,7,10,5,7,7,1,7,8,5,7,6,1,5,7,7,4,8,1,3,2,5,7,8,8,8,3,2,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2768,4014,1,11,29,22,7,European/Caucasian-American,1,8,4,25,7,25,25,8,6,6,6,2,5,30,25,18,18,4,7,10,5,7,7,8,8,9,7,8,6,1,5,7,7,4,8,1,3,2,5,7,8,8,8,3,2,1,8,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2769,4015,1,11,29,26,3,Asian/Pacific Islander/Asian-American,0,8,4,17,17,17,17,17,6,7,6,6,6,30,25,18,18,4,7,10,5,7,7,6,5,5,8,4,6,1,5,7,7,4,8,1,3,2,5,7,8,8,8,3,2,0,5,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2770,4016,1,11,29,24,5,Asian/Pacific Islander/Asian-American,0,8,4,15,25,20,20,10,7,7,6,5,5,30,25,18,18,4,7,10,5,7,7,7,6,8,5,5,6,1,5,7,7,4,8,1,3,2,5,7,8,8,8,3,2,1,7,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2771,4017,1,11,29,24,5,European/Caucasian-American,1,8,4,22,14,30,10,14,5,7,8,6,8,30,25,18,18,4,7,10,5,7,7,7,6,7,5,8,6,1,5,7,7,4,8,1,3,2,5,7,8,8,8,3,2,1,6,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2772,4018,1,11,29,25,4,Other,0,8,4,7,35,20,20,5,5,3,9,4,4,30,25,18,18,4,7,10,5,7,7,8,7,8,8,8,6,1,5,7,7,4,8,1,3,2,5,7,8,8,8,3,2,0,7,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2773,4019,1,11,29,25,4,European/Caucasian-American,1,8,4,15,18,19,19,17,7,8,9,6,7,30,25,18,18,4,7,10,5,7,7,4,5,8,6,8,6,1,5,7,7,4,8,1,3,2,5,7,8,8,8,3,2,0,4,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2774,4020,1,11,29,27,2,Asian/Pacific Islander/Asian-American,0,8,4,19,20,19,14,13,5,7,8,5,8,30,25,18,18,4,7,10,5,7,7,2,8,8,7,8,6,1,5,7,7,4,8,1,3,2,5,7,8,8,8,3,2,1,7,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2775,4021,1,11,29,26,3,Asian/Pacific Islander/Asian-American,0,8,4,15,20,20,20,15,6,8,8,6,5,30,25,18,18,4,7,10,5,7,7,2,7,7,5,5,6,1,5,7,7,4,8,1,3,2,5,7,8,8,8,3,2,0,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2776,4022,1,11,29,29,0,European/Caucasian-American,1,8,4,10,40,20,20,0,9,9,9,9,8,30,25,18,18,4,7,10,5,7,7,2,8,9,9,8,6,1,5,7,7,4,8,1,3,2,5,7,8,8,8,3,2,0,8,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2777,4023,1,11,29,26,3,Black/African American,0,8,4,20,20,20,10,20,8,10,10,9,10,30,25,18,18,4,7,10,5,7,7,2,8,8,9,7,6,1,5,7,7,4,8,1,3,2,5,7,8,8,8,3,2,0,8,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2778,4024,1,11,29,26,3,European/Caucasian-American,1,8,4,15,15,25,20,5,3,6,6,5,6,30,25,18,18,4,7,10,5,7,7,5,6,5,5,7,6,1,5,7,7,4,8,1,3,2,5,7,8,8,8,3,2,0,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2779,4025,1,11,29,32,3,European/Caucasian-American,1,8,4,15,5,45,10,15,6,6,6,4,4,30,25,18,18,4,7,10,5,7,7,5,7,9,4,8,6,1,5,7,7,4,8,1,3,2,5,7,8,8,8,3,2,0,7,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2780,4026,1,11,29,28,1,European/Caucasian-American,1,8,4,25,20,20,25,0,5,8,9,4,8,30,25,18,18,4,7,10,5,7,7,8,8,9,7,7,6,1,5,7,7,4,8,1,3,2,5,7,8,8,8,3,2,1,8,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2781,4027,1,11,29,26,3,Asian/Pacific Islander/Asian-American,0,8,4,20,30,10,15,10,4,5,6,5,5,30,25,18,18,4,7,10,5,7,7,9,7,5,6,5,6,1,5,7,7,4,8,1,3,2,5,7,8,8,8,3,2,0,6,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
